ID,teza,datum_oddaje,vmesna_postaja
4906,14.02,10/7/2018,5/16/2019
4907,2.37,3/17/2018,3/15/2019
4908,16.77,3/28/2018,1/5/2019
4909,9.17,11/30/2018,3/7/2019
4910,13.16,5/22/2018,12/23/2018
4911,11.33,2/21/2018,4/8/2019
4912,1.11,6/17/2018,2/2/2019
4913,9.76,7/2/2018,1/29/2019
4914,3.00,3/23/2018,12/5/2018
4915,10.98,8/5/2018,3/21/2019
4916,6.25,6/24/2018,4/12/2019
4917,12.73,8/2/2018,4/26/2019
4918,18.41,11/9/2018,12/21/2018
4919,0.17,9/3/2018,2/18/2019
4920,7.74,8/10/2018,1/27/2019
4921,13.58,4/24/2018,1/24/2019
4922,14.62,11/22/2018,5/17/2019
4923,12.87,5/19/2018,4/4/2019
4924,2.30,4/2/2018,4/19/2019
4925,10.02,7/27/2018,4/8/2019
4926,16.29,1/6/2018,12/29/2018
4927,3.59,5/13/2018,1/28/2019
4928,12.78,10/28/2018,1/11/2019
4929,8.20,3/11/2018,1/18/2019
4930,5.75,1/30/2018,3/16/2019
4931,8.63,11/10/2018,2/5/2019
4932,11.12,8/24/2018,2/4/2019
4933,2.34,2/10/2018,3/28/2019
4934,19.98,10/8/2018,1/13/2019
4935,8.96,9/26/2018,12/9/2018
4936,11.70,2/13/2018,2/25/2019
4937,6.38,7/4/2018,1/17/2019
4938,14.46,5/23/2018,3/2/2019
4939,16.08,11/22/2018,4/22/2019
4940,5.23,7/25/2018,2/7/2019
4941,17.23,5/8/2018,1/17/2019
4942,10.17,3/30/2018,2/7/2019
4943,14.33,4/4/2018,4/21/2019
4944,15.80,10/5/2018,3/29/2019
4945,19.68,11/7/2018,5/11/2019
4946,13.71,3/27/2018,5/10/2019
4947,5.23,1/9/2018,1/27/2019
4948,11.40,1/11/2018,2/7/2019
4949,10.75,11/24/2018,3/2/2019
4950,12.38,9/30/2018,3/21/2019
4951,15.92,6/11/2018,3/24/2019
4952,2.00,10/31/2018,1/12/2019
4953,3.04,8/2/2018,3/10/2019
4954,7.68,1/25/2018,1/15/2019
4955,7.30,9/5/2018,2/19/2019
4956,10.20,8/6/2018,1/17/2019
4957,13.63,5/26/2018,5/6/2019
4958,4.61,10/29/2018,1/21/2019
4959,14.27,2/26/2018,12/7/2018
4960,7.03,5/9/2018,4/24/2019
4961,13.06,9/4/2018,1/20/2019
4962,8.29,3/11/2018,2/17/2019
4963,8.34,8/1/2018,1/8/2019
4964,0.90,8/17/2018,2/28/2019
4965,18.56,2/9/2018,4/17/2019
4966,5.53,9/8/2018,2/11/2019
4967,13.12,6/16/2018,3/13/2019
4968,17.68,8/11/2018,1/8/2019
4969,8.62,7/13/2018,12/26/2018
4970,4.19,7/1/2018,12/12/2018
4971,9.89,7/20/2018,4/26/2019
4972,2.73,8/29/2018,3/1/2019
4973,7.07,11/20/2018,12/24/2018
4974,16.30,7/7/2018,12/5/2018
4975,12.27,8/1/2018,2/17/2019
4976,5.72,8/31/2018,5/4/2019
4977,9.64,1/28/2018,12/30/2018
4978,1.07,2/16/2018,2/12/2019
4979,4.77,7/22/2018,3/7/2019
4980,12.01,7/28/2018,1/3/2019
4981,6.14,9/26/2018,3/8/2019
4982,19.47,8/20/2018,12/8/2018
4983,5.44,9/20/2018,2/15/2019
4984,18.24,7/10/2018,5/12/2019
4985,10.64,7/13/2018,1/24/2019
4986,18.89,11/15/2018,1/30/2019
4987,14.38,1/23/2018,4/30/2019
4988,14.75,6/12/2018,4/24/2019
4989,14.88,4/16/2018,1/18/2019
4990,14.50,8/10/2018,3/7/2019
4991,4.50,11/28/2018,2/7/2019
4992,0.36,5/11/2018,12/12/2018
4993,8.66,2/10/2018,12/16/2018
4994,0.74,1/8/2018,4/28/2019
4995,12.54,11/8/2018,12/20/2018
4996,1.12,5/18/2018,2/2/2019
4997,2.81,10/7/2018,1/27/2019
4998,19.65,5/2/2018,4/3/2019
4999,2.49,10/27/2018,1/25/2019
5000,16.87,9/10/2018,3/29/2019
5001,0.25,10/12/2018,4/7/2019
5002,16.40,7/28/2018,5/3/2019
5003,19.48,6/1/2018,4/30/2019
5004,3.20,4/22/2018,3/18/2019
5005,3.08,10/16/2018,1/11/2019
5006,18.32,11/16/2018,4/13/2019
5007,10.18,6/25/2018,12/12/2018
5008,19.73,5/20/2018,3/15/2019
5009,16.89,11/23/2018,1/11/2019
5010,1.79,7/18/2018,3/4/2019
5011,7.71,2/12/2018,5/1/2019
5012,18.54,9/2/2018,1/5/2019
5013,8.80,9/25/2018,12/25/2018
5014,6.39,1/30/2018,4/8/2019
5015,19.46,7/21/2018,12/12/2018
5016,15.92,1/22/2018,5/2/2019
5017,0.06,6/12/2018,2/15/2019
5018,17.50,7/10/2018,1/3/2019
5019,2.45,10/1/2018,1/24/2019
5020,4.17,8/26/2018,5/13/2019
5021,1.20,1/31/2018,1/30/2019
5022,7.36,6/15/2018,1/11/2019
5023,4.38,10/4/2018,4/12/2019
5024,19.85,5/29/2018,1/30/2019
5025,0.13,3/18/2018,3/24/2019
5026,13.55,8/29/2018,2/2/2019
5027,10.19,7/16/2018,5/4/2019
5028,4.05,8/31/2018,12/27/2018
5029,0.34,4/9/2018,12/22/2018
5030,11.15,9/6/2018,3/2/2019
5031,18.37,10/10/2018,4/18/2019
5032,10.69,8/5/2018,4/30/2019
5033,8.81,10/1/2018,1/21/2019
5034,10.50,6/2/2018,2/21/2019
5035,12.69,6/10/2018,2/23/2019
5036,19.86,8/12/2018,3/4/2019
5037,6.13,11/23/2018,1/9/2019
5038,13.87,3/29/2018,1/26/2019
5039,11.70,4/12/2018,4/19/2019
5040,1.29,9/25/2018,3/31/2019
5041,12.63,10/2/2018,3/11/2019
5042,16.59,11/25/2018,4/18/2019
5043,4.52,5/26/2018,12/13/2018
5044,0.62,3/16/2018,4/27/2019
5045,1.18,10/11/2018,1/21/2019
5046,13.52,10/9/2018,1/4/2019
5047,0.35,3/29/2018,2/1/2019
5048,14.92,5/12/2018,3/23/2019
5049,1.31,1/31/2018,4/10/2019
5050,14.61,5/15/2018,5/4/2019
5051,2.16,3/30/2018,12/23/2018
5052,8.57,2/19/2018,1/13/2019
5053,8.45,6/1/2018,2/25/2019
5054,2.28,5/19/2018,12/9/2018
5055,7.01,11/20/2018,2/16/2019
5056,9.04,8/16/2018,3/30/2019
5057,4.93,6/6/2018,12/28/2018
5058,13.41,9/14/2018,2/20/2019
5059,13.23,6/19/2018,3/12/2019
5060,4.84,9/23/2018,3/2/2019
5061,19.18,5/17/2018,1/15/2019
5062,4.81,2/14/2018,2/11/2019
5063,11.86,3/22/2018,3/14/2019
5064,17.82,5/5/2018,4/18/2019
5065,16.62,11/7/2018,3/30/2019
5066,0.31,6/18/2018,5/8/2019
5067,9.49,1/21/2018,2/12/2019
5068,3.02,5/7/2018,5/5/2019
5069,2.84,3/14/2018,1/24/2019
5070,11.74,8/15/2018,3/5/2019
5071,19.82,9/17/2018,5/7/2019
5072,4.28,2/2/2018,1/16/2019
5073,1.64,10/29/2018,1/28/2019
5074,7.07,8/11/2018,12/12/2018
5075,12.88,5/4/2018,3/19/2019
5076,0.63,1/24/2018,5/4/2019
5077,12.84,1/4/2018,3/15/2019
5078,10.68,5/19/2018,1/15/2019
5079,15.43,3/25/2018,12/2/2018
5080,7.38,4/29/2018,4/26/2019
5081,13.58,2/18/2018,1/6/2019
5082,1.68,4/1/2018,3/10/2019
5083,2.89,11/5/2018,1/24/2019
5084,6.49,6/17/2018,1/19/2019
5085,10.40,3/22/2018,12/20/2018
5086,3.26,11/29/2018,3/20/2019
5087,0.14,9/28/2018,12/31/2018
5088,18.03,8/12/2018,3/19/2019
5089,1.11,2/13/2018,2/22/2019
5090,11.26,7/28/2018,3/10/2019
5091,10.71,6/24/2018,3/11/2019
5092,2.17,6/20/2018,12/3/2018
5093,1.23,11/14/2018,2/8/2019
5094,2.21,5/24/2018,3/9/2019
5095,9.84,1/11/2018,4/5/2019
5096,7.09,2/18/2018,4/6/2019
5097,14.55,9/2/2018,4/4/2019
5098,6.66,9/6/2018,1/4/2019
5099,18.65,8/12/2018,12/12/2018
5100,11.08,2/26/2018,12/19/2018
5101,13.75,5/26/2018,1/29/2019
5102,1.57,1/13/2018,4/28/2019
5103,17.03,5/18/2018,2/22/2019
5104,2.84,11/13/2018,1/6/2019
5105,13.83,10/15/2018,12/9/2018
5106,0.81,6/24/2018,1/27/2019
5107,4.45,11/16/2018,3/16/2019
5108,17.69,11/27/2018,12/30/2018
5109,4.30,1/13/2018,1/24/2019
5110,16.85,1/9/2018,4/27/2019
5111,7.83,9/15/2018,4/18/2019
5112,9.83,6/3/2018,2/9/2019
5113,18.42,2/24/2018,3/22/2019
5114,2.19,2/10/2018,2/27/2019
5115,10.52,3/30/2018,2/4/2019
5116,16.63,1/13/2018,3/24/2019
5117,13.25,11/11/2018,3/30/2019
5118,8.41,3/22/2018,12/27/2018
5119,12.52,9/28/2018,12/27/2018
5120,14.25,11/22/2018,3/9/2019
5121,5.92,2/13/2018,2/4/2019
5122,16.80,3/22/2018,2/13/2019
5123,2.78,6/7/2018,2/12/2019
5124,16.28,3/8/2018,2/5/2019
5125,2.45,5/21/2018,12/3/2018
5126,16.58,3/9/2018,2/14/2019
5127,19.47,4/5/2018,3/11/2019
5128,15.11,7/6/2018,1/30/2019
5129,3.49,8/4/2018,12/14/2018
5130,5.37,5/20/2018,12/30/2018
5131,6.59,8/1/2018,12/5/2018
5132,2.38,11/23/2018,4/19/2019
5133,9.98,8/27/2018,3/27/2019
5134,9.04,5/21/2018,4/23/2019
5135,4.24,1/4/2018,2/5/2019
5136,16.54,9/27/2018,4/26/2019
5137,0.58,9/19/2018,5/11/2019
5138,12.11,11/25/2018,5/12/2019
5139,0.54,6/14/2018,1/10/2019
5140,14.32,10/21/2018,2/17/2019
5141,18.95,3/16/2018,3/4/2019
5142,7.41,6/17/2018,12/17/2018
5143,17.66,11/8/2018,1/8/2019
5144,15.25,3/3/2018,1/23/2019
5145,7.07,6/15/2018,4/17/2019
5146,10.91,10/30/2018,12/5/2018
5147,9.61,5/7/2018,1/8/2019
5148,3.95,6/21/2018,12/29/2018
5149,10.99,6/16/2018,1/28/2019
5150,0.03,8/13/2018,3/27/2019
5151,1.39,10/18/2018,2/5/2019
5152,2.80,11/13/2018,12/21/2018
5153,15.29,5/25/2018,1/17/2019
5154,2.81,6/25/2018,12/22/2018
5155,9.49,4/24/2018,12/15/2018
5156,13.74,4/26/2018,5/11/2019
5157,6.06,1/27/2018,1/17/2019
5158,7.51,8/22/2018,5/9/2019
5159,1.48,6/23/2018,2/17/2019
5160,2.60,3/18/2018,2/7/2019
5161,19.98,6/4/2018,12/8/2018
5162,16.24,1/26/2018,3/1/2019
5163,16.29,11/16/2018,1/18/2019
5164,17.34,2/28/2018,12/4/2018
5165,6.59,2/13/2018,2/27/2019
5166,17.34,1/23/2018,12/6/2018
5167,17.55,7/26/2018,12/12/2018
5168,16.58,5/23/2018,12/28/2018
5169,5.14,3/27/2018,1/17/2019
5170,1.15,6/15/2018,5/13/2019
5171,16.28,5/9/2018,5/3/2019
5172,10.82,2/24/2018,1/20/2019
5173,4.64,3/9/2018,12/16/2018
5174,5.61,11/21/2018,4/7/2019
5175,12.70,2/15/2018,5/15/2019
5176,9.22,5/3/2018,12/14/2018
5177,4.53,3/29/2018,4/21/2019
5178,19.38,6/6/2018,2/23/2019
5179,13.86,8/16/2018,1/12/2019
5180,18.46,5/21/2018,2/13/2019
5181,7.11,4/13/2018,4/6/2019
5182,14.39,5/5/2018,4/22/2019
5183,12.16,9/18/2018,5/11/2019
5184,1.97,5/31/2018,3/4/2019
5185,5.95,8/26/2018,12/16/2018
5186,5.04,2/12/2018,1/26/2019
5187,2.67,2/11/2018,5/7/2019
5188,15.51,1/2/2018,2/14/2019
5189,8.43,10/28/2018,4/21/2019
5190,4.02,5/31/2018,4/19/2019
5191,11.36,10/8/2018,12/8/2018
5192,15.97,3/6/2018,4/9/2019
5193,17.50,8/26/2018,12/12/2018
5194,17.51,7/5/2018,3/10/2019
5195,19.02,4/27/2018,4/19/2019
5196,17.31,1/27/2018,3/20/2019
5197,13.46,6/7/2018,2/8/2019
5198,2.41,8/17/2018,12/26/2018
5199,18.56,8/17/2018,2/12/2019
5200,8.47,3/13/2018,3/3/2019
5201,17.26,11/4/2018,3/17/2019
5202,18.01,7/9/2018,4/11/2019
5203,16.09,9/11/2018,1/4/2019
5204,6.59,8/5/2018,3/18/2019
5205,18.03,8/10/2018,5/1/2019
5206,15.19,3/11/2018,2/24/2019
5207,4.78,3/11/2018,1/31/2019
5208,9.52,5/4/2018,2/12/2019
5209,15.01,1/27/2018,2/4/2019
5210,3.02,10/28/2018,4/18/2019
5211,1.00,5/21/2018,4/17/2019
5212,6.60,8/3/2018,3/28/2019
5213,19.17,4/3/2018,3/14/2019
5214,19.38,8/19/2018,3/10/2019
5215,6.52,5/1/2018,2/3/2019
5216,8.46,9/2/2018,4/1/2019
5217,12.97,4/4/2018,5/2/2019
5218,12.01,4/30/2018,4/15/2019
5219,1.44,1/7/2018,3/20/2019
5220,0.45,6/17/2018,1/11/2019
5221,13.71,1/22/2018,12/19/2018
5222,1.86,1/6/2018,5/10/2019
5223,6.92,9/4/2018,2/25/2019
5224,3.80,8/16/2018,2/1/2019
5225,8.18,6/6/2018,2/12/2019
5226,7.02,8/19/2018,5/13/2019
5227,18.38,8/2/2018,12/31/2018
5228,16.80,1/19/2018,2/15/2019
5229,15.57,5/7/2018,12/20/2018
5230,8.70,3/9/2018,3/2/2019
5231,0.34,4/26/2018,5/11/2019
5232,5.57,11/1/2018,5/17/2019
5233,3.98,1/20/2018,3/12/2019
5234,11.65,6/6/2018,1/8/2019
5235,4.12,11/20/2018,4/13/2019
5236,0.48,7/22/2018,1/18/2019
5237,19.37,11/25/2018,12/19/2018
5238,2.07,11/3/2018,12/4/2018
5239,6.61,1/26/2018,12/9/2018
5240,2.26,11/18/2018,12/24/2018
5241,14.28,6/26/2018,3/6/2019
5242,0.49,6/21/2018,1/19/2019
5243,11.34,4/16/2018,12/20/2018
5244,18.04,8/30/2018,12/14/2018
5245,10.76,1/20/2018,4/5/2019
5246,11.80,2/23/2018,5/11/2019
5247,17.46,10/16/2018,4/9/2019
5248,5.20,11/2/2018,1/18/2019
5249,2.46,4/8/2018,4/28/2019
5250,1.29,6/25/2018,4/30/2019
5251,17.39,3/27/2018,4/29/2019
5252,2.70,9/13/2018,12/30/2018
5253,1.03,10/23/2018,3/24/2019
5254,18.77,5/21/2018,1/5/2019
5255,4.32,4/12/2018,2/27/2019
5256,18.92,7/15/2018,2/24/2019
5257,13.03,4/16/2018,1/18/2019
5258,3.71,4/15/2018,4/2/2019
5259,9.94,1/19/2018,1/1/2019
5260,4.82,6/19/2018,12/3/2018
5261,1.01,10/9/2018,3/13/2019
5262,2.23,11/12/2018,5/13/2019
5263,3.58,11/14/2018,1/5/2019
5264,14.38,7/11/2018,12/18/2018
5265,8.28,10/17/2018,4/26/2019
5266,4.98,11/16/2018,12/12/2018
5267,19.73,9/19/2018,3/21/2019
5268,12.20,6/17/2018,3/31/2019
5269,10.13,3/12/2018,2/10/2019
5270,7.07,9/20/2018,2/23/2019
5271,6.29,1/21/2018,2/20/2019
5272,15.73,2/27/2018,2/25/2019
5273,6.89,2/20/2018,2/8/2019
5274,7.99,11/5/2018,12/13/2018
5275,5.47,5/31/2018,5/1/2019
5276,3.02,1/13/2018,12/24/2018
5277,12.12,4/24/2018,4/15/2019
5278,15.69,4/30/2018,2/12/2019
5279,13.30,2/11/2018,5/10/2019
5280,1.12,4/21/2018,12/24/2018
5281,17.35,5/20/2018,3/22/2019
5282,0.37,11/16/2018,5/16/2019
5283,17.85,10/12/2018,1/30/2019
5284,13.50,1/20/2018,4/28/2019
5285,13.17,2/21/2018,12/29/2018
5286,3.85,1/19/2018,2/22/2019
5287,2.83,4/24/2018,1/22/2019
5288,8.43,11/25/2018,3/27/2019
5289,10.31,3/18/2018,2/14/2019
5290,16.62,7/20/2018,4/19/2019
5291,7.91,2/11/2018,4/26/2019
5292,6.24,8/1/2018,3/12/2019
5293,1.64,1/2/2018,4/19/2019
5294,17.34,1/19/2018,1/1/2019
5295,19.11,10/24/2018,5/15/2019
5296,5.44,5/10/2018,5/1/2019
5297,18.08,8/4/2018,1/2/2019
5298,12.38,6/18/2018,4/7/2019
5299,16.30,3/11/2018,5/9/2019
5300,13.66,11/26/2018,2/17/2019
5301,7.95,11/20/2018,5/6/2019
5302,19.39,11/1/2018,4/25/2019
5303,0.77,5/16/2018,2/5/2019
5304,9.90,11/10/2018,1/26/2019
5305,9.44,4/30/2018,4/5/2019
5306,0.28,4/16/2018,3/2/2019
5307,9.07,9/29/2018,2/15/2019
5308,5.24,4/14/2018,2/9/2019
5309,4.46,7/31/2018,3/9/2019
5310,6.18,5/4/2018,3/16/2019
5311,17.45,8/10/2018,5/13/2019
5312,4.74,1/24/2018,2/13/2019
5313,10.59,7/30/2018,4/25/2019
5314,19.43,8/31/2018,4/13/2019
5315,4.21,9/26/2018,12/21/2018
5316,19.94,4/6/2018,4/17/2019
5317,18.92,6/25/2018,12/5/2018
5318,4.50,10/8/2018,4/11/2019
5319,19.74,3/1/2018,12/25/2018
5320,19.24,5/21/2018,3/27/2019
5321,11.47,1/12/2018,12/18/2018
5322,9.52,5/11/2018,4/5/2019
5323,12.02,5/1/2018,12/16/2018
5324,12.42,4/21/2018,3/30/2019
5325,18.68,5/12/2018,4/23/2019
5326,11.94,7/5/2018,12/19/2018
5327,7.92,7/10/2018,1/1/2019
5328,9.82,9/22/2018,3/16/2019
5329,2.59,8/31/2018,4/25/2019
5330,8.87,4/16/2018,12/21/2018
5331,5.45,7/10/2018,12/27/2018
5332,18.20,1/20/2018,1/3/2019
5333,3.52,11/8/2018,2/25/2019
5334,16.02,8/16/2018,12/5/2018
5335,10.94,5/8/2018,4/16/2019
5336,16.66,2/3/2018,2/26/2019
5337,4.49,2/1/2018,2/26/2019
5338,15.25,7/30/2018,12/24/2018
5339,15.58,3/11/2018,5/3/2019
5340,3.93,5/30/2018,4/22/2019
5341,13.17,6/13/2018,12/7/2018
5342,12.48,2/14/2018,1/17/2019
5343,19.50,5/9/2018,4/14/2019
5344,8.69,10/13/2018,12/17/2018
5345,2.78,5/14/2018,4/14/2019
5346,14.58,1/12/2018,4/12/2019
5347,15.53,6/10/2018,3/16/2019
5348,10.55,8/14/2018,12/19/2018
5349,0.79,4/9/2018,3/20/2019
5350,16.82,1/18/2018,1/21/2019
5351,1.02,11/7/2018,5/1/2019
5352,1.74,8/13/2018,1/9/2019
5353,5.41,1/6/2018,2/22/2019
5354,18.30,3/19/2018,4/25/2019
5355,18.08,11/22/2018,12/26/2018
5356,7.78,6/11/2018,12/2/2018
5357,14.42,3/31/2018,2/24/2019
5358,2.84,8/22/2018,2/12/2019
5359,11.03,8/4/2018,4/17/2019
5360,0.84,11/15/2018,4/16/2019
5361,11.39,11/2/2018,12/16/2018
5362,4.35,3/17/2018,4/10/2019
5363,19.40,4/3/2018,4/29/2019
5364,7.93,9/13/2018,12/20/2018
5365,0.58,9/7/2018,3/13/2019
5366,14.67,5/19/2018,12/20/2018
5367,13.79,5/3/2018,3/10/2019
5368,11.64,1/23/2018,3/20/2019
5369,13.97,9/5/2018,2/26/2019
5370,1.39,11/16/2018,1/5/2019
5371,1.88,8/20/2018,3/13/2019
5372,10.07,8/13/2018,12/9/2018
5373,15.36,7/13/2018,3/25/2019
5374,3.99,8/11/2018,1/17/2019
5375,1.36,1/1/2018,3/31/2019
5376,4.03,2/4/2018,1/20/2019
5377,8.85,1/28/2018,2/7/2019
5378,8.21,2/9/2018,1/30/2019
5379,9.25,6/28/2018,4/29/2019
5380,10.17,6/18/2018,1/17/2019
5381,12.26,6/15/2018,5/3/2019
5382,7.92,7/30/2018,1/23/2019
5383,12.93,4/6/2018,3/29/2019
5384,3.53,11/12/2018,4/6/2019
5385,4.89,4/29/2018,3/2/2019
5386,18.78,6/17/2018,5/14/2019
5387,5.92,11/10/2018,5/13/2019
5388,8.71,1/3/2018,3/8/2019
5389,13.97,4/29/2018,12/6/2018
5390,4.32,5/27/2018,5/10/2019
5391,12.81,11/3/2018,4/9/2019
5392,1.24,10/23/2018,3/5/2019
5393,16.85,9/9/2018,1/17/2019
5394,15.51,8/9/2018,12/11/2018
5395,12.00,8/12/2018,2/12/2019
5396,15.20,8/15/2018,12/11/2018
5397,18.39,2/1/2018,3/8/2019
5398,5.57,1/16/2018,1/1/2019
5399,13.81,10/28/2018,4/20/2019
5400,16.66,8/21/2018,5/2/2019
5401,8.41,1/26/2018,12/26/2018
5402,11.09,1/23/2018,2/22/2019
5403,14.91,1/21/2018,4/26/2019
5404,17.93,7/5/2018,4/3/2019
5405,9.87,2/23/2018,3/11/2019
5406,14.52,2/9/2018,1/29/2019
5407,6.42,11/22/2018,3/2/2019
5408,8.79,7/31/2018,4/6/2019
5409,0.40,2/15/2018,4/16/2019
5410,17.23,11/16/2018,5/1/2019
5411,3.23,11/6/2018,4/29/2019
5412,14.16,2/24/2018,1/18/2019
5413,16.61,7/3/2018,4/20/2019
5414,19.84,6/21/2018,2/18/2019
5415,9.76,7/28/2018,12/14/2018
5416,14.32,3/11/2018,3/25/2019
5417,1.66,9/1/2018,3/20/2019
5418,9.24,5/2/2018,5/15/2019
5419,1.90,2/20/2018,3/16/2019
5420,2.91,7/2/2018,12/7/2018
5421,1.65,5/30/2018,5/11/2019
5422,11.93,8/5/2018,2/25/2019
5423,5.97,5/27/2018,3/28/2019
5424,0.37,11/28/2018,2/15/2019
5425,13.51,3/10/2018,1/14/2019
5426,6.82,2/21/2018,1/6/2019
5427,16.79,7/2/2018,5/7/2019
5428,14.88,1/13/2018,4/8/2019
5429,5.77,10/22/2018,1/7/2019
5430,4.54,7/1/2018,5/12/2019
5431,4.98,1/28/2018,4/11/2019
5432,6.07,9/1/2018,5/2/2019
5433,0.30,2/27/2018,1/27/2019
5434,15.48,6/9/2018,3/27/2019
5435,8.48,11/28/2018,4/17/2019
5436,19.67,7/19/2018,4/16/2019
5437,1.13,7/9/2018,3/11/2019
5438,6.84,8/1/2018,1/23/2019
5439,7.61,9/9/2018,4/29/2019
5440,10.77,6/9/2018,5/3/2019
5441,11.13,11/12/2018,12/7/2018
5442,12.24,2/1/2018,2/3/2019
5443,19.37,9/18/2018,2/1/2019
5444,12.15,8/18/2018,3/22/2019
5445,1.16,11/11/2018,3/25/2019
5446,18.31,2/27/2018,1/28/2019
5447,15.67,7/20/2018,3/3/2019
5448,16.35,6/20/2018,2/11/2019
5449,17.41,2/2/2018,5/14/2019
5450,18.40,11/24/2018,3/5/2019
5451,14.94,11/12/2018,4/14/2019
5452,15.88,1/19/2018,3/7/2019
5453,9.17,10/23/2018,2/1/2019
5454,5.12,2/18/2018,2/17/2019
5455,10.11,7/8/2018,1/29/2019
5456,17.83,5/14/2018,12/11/2018
5457,4.07,6/9/2018,4/3/2019
5458,18.99,4/11/2018,3/12/2019
5459,1.03,5/1/2018,4/1/2019
5460,17.22,11/2/2018,3/17/2019
5461,6.49,5/12/2018,3/1/2019
5462,18.33,1/26/2018,3/30/2019
5463,18.24,3/2/2018,12/14/2018
5464,14.80,11/27/2018,3/18/2019
5465,17.10,11/28/2018,12/26/2018
5466,14.00,3/25/2018,1/23/2019
5467,15.62,9/11/2018,1/28/2019
5468,10.24,5/22/2018,1/12/2019
5469,10.02,6/17/2018,3/3/2019
5470,5.04,2/24/2018,1/27/2019
5471,4.34,8/23/2018,3/8/2019
5472,16.67,11/30/2018,12/22/2018
5473,11.07,6/27/2018,12/15/2018
5474,9.04,6/11/2018,1/24/2019
5475,3.51,8/17/2018,12/9/2018
5476,2.72,5/16/2018,4/15/2019
5477,8.41,5/12/2018,1/3/2019
5478,8.62,8/9/2018,2/4/2019
5479,9.19,4/22/2018,3/18/2019
5480,7.52,8/7/2018,12/21/2018
5481,7.59,5/25/2018,12/11/2018
5482,14.41,6/28/2018,12/14/2018
5483,2.22,5/8/2018,5/12/2019
5484,19.44,11/6/2018,4/7/2019
5485,14.54,11/6/2018,5/16/2019
5486,13.57,11/12/2018,1/5/2019
5487,11.69,10/21/2018,2/20/2019
5488,9.36,1/21/2018,1/20/2019
5489,18.59,4/8/2018,2/21/2019
5490,13.10,11/8/2018,3/21/2019
5491,10.84,4/8/2018,2/25/2019
5492,17.53,9/29/2018,2/6/2019
5493,16.13,6/19/2018,2/10/2019
5494,18.70,5/8/2018,1/20/2019
5495,17.36,11/14/2018,1/19/2019
5496,12.13,4/8/2018,1/26/2019
5497,18.49,11/21/2018,12/26/2018
5498,13.85,7/16/2018,1/1/2019
5499,1.44,6/19/2018,2/7/2019
5500,14.08,6/9/2018,2/4/2019
5501,19.70,5/9/2018,3/2/2019
5502,3.31,4/7/2018,5/14/2019
5503,15.06,2/22/2018,2/1/2019
5504,1.48,9/17/2018,12/10/2018
5505,5.72,10/29/2018,4/12/2019
5506,8.89,11/28/2018,3/2/2019
5507,8.84,10/17/2018,2/28/2019
5508,8.55,1/7/2018,12/28/2018
5509,16.43,9/29/2018,2/20/2019
5510,16.30,1/16/2018,4/23/2019
5511,18.45,11/8/2018,4/27/2019
5512,15.49,10/28/2018,12/5/2018
5513,4.57,7/15/2018,2/24/2019
5514,3.73,3/7/2018,2/23/2019
5515,6.45,4/14/2018,2/7/2019
5516,7.49,3/18/2018,4/25/2019
5517,7.91,5/16/2018,1/20/2019
5518,9.47,9/14/2018,1/14/2019
5519,14.60,6/25/2018,2/24/2019
5520,9.96,2/1/2018,12/10/2018
5521,0.28,2/1/2018,3/31/2019
5522,1.87,11/17/2018,2/3/2019
5523,10.90,3/10/2018,2/3/2019
5524,14.85,5/9/2018,2/24/2019
5525,19.06,4/26/2018,12/2/2018
5526,0.91,10/19/2018,12/13/2018
5527,10.76,8/18/2018,2/20/2019
5528,5.04,9/12/2018,3/4/2019
5529,10.26,3/13/2018,5/13/2019
5530,7.25,11/10/2018,2/2/2019
5531,2.84,7/16/2018,12/26/2018
5532,11.71,4/16/2018,3/3/2019
5533,5.45,7/25/2018,12/18/2018
5534,2.91,10/17/2018,3/23/2019
5535,13.21,11/19/2018,5/6/2019
5536,13.18,3/25/2018,1/8/2019
5537,17.39,6/28/2018,4/21/2019
5538,12.44,8/23/2018,2/20/2019
5539,1.41,7/18/2018,3/22/2019
5540,8.30,4/3/2018,3/25/2019
5541,16.91,6/4/2018,2/19/2019
5542,4.40,10/25/2018,4/14/2019
5543,0.93,2/3/2018,12/28/2018
5544,7.53,8/23/2018,5/9/2019
5545,8.47,10/1/2018,2/7/2019
5546,9.77,4/12/2018,4/16/2019
5547,1.29,7/8/2018,3/27/2019
5548,10.17,3/28/2018,12/20/2018
5549,18.10,6/28/2018,1/9/2019
5550,7.38,5/15/2018,5/2/2019
5551,7.93,8/6/2018,2/25/2019
5552,15.32,9/24/2018,4/8/2019
5553,9.38,2/7/2018,4/8/2019
5554,12.81,10/3/2018,2/14/2019
5555,1.44,3/15/2018,3/9/2019
5556,7.01,10/25/2018,4/17/2019
5557,10.24,4/14/2018,2/21/2019
5558,10.18,8/11/2018,12/28/2018
5559,11.90,1/12/2018,5/4/2019
5560,3.28,11/13/2018,12/24/2018
5561,11.11,8/10/2018,1/28/2019
5562,16.54,10/13/2018,1/5/2019
5563,0.01,2/12/2018,1/10/2019
5564,17.90,4/28/2018,1/9/2019
5565,5.66,4/30/2018,2/10/2019
5566,13.25,1/14/2018,5/15/2019
5567,19.64,10/19/2018,1/2/2019
5568,8.64,11/23/2018,3/21/2019
5569,16.65,5/27/2018,4/24/2019
5570,9.42,8/17/2018,4/11/2019
