ID,datum oddaje,vmesna postaja,teza
5912,11/23/2018,11/9/2017,18.06
5913,11/9/2018,4/16/2018,1.48
5914,9/25/2018,9/20/2017,1.64
5915,7/16/2018,7/1/2018,3.60
5916,10/23/2018,9/7/2018,3.42
5917,10/26/2018,3/14/2019,8.89
5918,10/27/2018,4/27/2018,16.19
5919,1/15/2018,7/23/2018,9.61
5920,10/8/2018,11/14/2018,14.58
5921,11/1/2018,10/18/2018,8.96
5922,8/19/2018,2/20/2018,3.59
5923,4/16/2018,6/27/2017,10.17
5924,8/18/2018,12/10/2017,14.95
5925,8/30/2018,3/25/2019,5.96
5926,10/27/2018,11/27/2017,4.50
5927,9/7/2018,12/2/2017,14.33
5928,5/30/2018,2/9/2019,17.36
5929,3/7/2018,12/5/2017,0.65
5930,3/3/2018,10/15/2017,4.49
5931,3/11/2018,5/26/2018,5.58
5932,1/5/2018,12/29/2017,19.83
5933,7/24/2018,9/3/2017,0.50
5934,7/6/2018,9/9/2017,1.16
5935,3/18/2018,9/1/2018,18.99
5936,11/24/2018,2/19/2019,15.48
5937,8/30/2018,6/8/2017,14.73
5938,4/27/2018,8/3/2018,8.22
5939,8/12/2018,6/3/2018,10.91
5940,5/3/2018,4/8/2018,7.85
5941,1/25/2018,8/31/2018,15.92
5942,7/5/2018,1/2/2019,4.67
5943,1/11/2018,2/13/2018,7.82
5944,5/31/2018,9/9/2017,8.88
5945,1/10/2018,2/6/2018,15.58
5946,3/10/2018,1/8/2019,16.58
5947,7/12/2018,5/1/2018,8.87
5948,10/11/2018,9/3/2018,8.24
5949,11/23/2018,8/9/2018,14.95
5950,4/25/2018,12/27/2017,2.98
5951,6/17/2018,10/30/2018,1.93
5952,7/9/2018,7/29/2018,7.45
5953,6/14/2018,6/10/2018,0.69
5954,1/14/2018,11/10/2018,1.36
5955,4/10/2018,2/18/2018,4.10
5956,5/16/2018,5/16/2018,7.85
5957,2/12/2018,2/28/2019,17.09
5958,2/14/2018,9/10/2017,1.27
5959,6/22/2018,12/13/2017,18.00
5960,11/3/2018,11/8/2017,18.22
5961,7/10/2018,4/30/2019,10.97
5962,9/18/2018,1/20/2018,2.22
5963,8/3/2018,9/23/2017,15.74
5964,6/3/2018,10/16/2018,19.84
5965,9/2/2018,10/29/2017,17.03
5966,2/27/2018,7/14/2018,19.09
5967,8/26/2018,5/23/2018,7.02
5968,8/13/2018,5/14/2018,12.78
5969,5/15/2018,7/7/2018,5.10
5970,5/1/2018,8/24/2017,9.99
5971,1/11/2018,2/2/2018,3.57
5972,10/10/2018,10/3/2018,4.19
5973,1/3/2018,9/11/2018,2.48
5974,6/16/2018,11/18/2018,7.16
5975,2/21/2018,11/24/2017,3.03
5976,8/9/2018,5/10/2019,3.70
5977,3/2/2018,7/15/2017,8.89
5978,3/24/2018,6/17/2017,0.03
5979,6/27/2018,1/8/2019,12.64
5980,9/24/2018,5/7/2019,12.75
5981,8/14/2018,12/15/2018,4.16
5982,5/29/2018,9/21/2017,17.70
5983,5/16/2018,7/28/2017,1.99
5984,7/15/2018,1/30/2018,6.02
5985,4/6/2018,10/12/2017,9.70
5986,10/9/2018,1/25/2018,4.96
5987,3/29/2018,7/15/2018,16.51
5988,4/11/2018,3/20/2018,11.42
5989,10/10/2018,8/31/2017,18.15
5990,5/23/2018,11/25/2018,17.89
5991,9/30/2018,3/8/2018,10.88
5992,11/15/2018,8/11/2017,2.40
5993,10/2/2018,7/18/2017,2.89
5994,7/31/2018,7/31/2018,19.93
5995,4/15/2018,10/10/2017,4.91
5996,7/29/2018,7/7/2017,18.98
5997,11/14/2018,11/19/2017,3.11
5998,9/15/2018,7/23/2017,9.77
5999,1/29/2018,11/25/2017,12.34
6000,5/8/2018,5/7/2019,15.52
6001,5/29/2018,8/27/2017,8.98
6002,6/18/2018,3/2/2019,7.70
6003,4/3/2018,11/5/2018,3.47
6004,1/3/2018,1/12/2018,1.69
6005,3/29/2018,1/21/2019,1.71
6006,10/25/2018,11/11/2017,7.79
6007,6/3/2018,5/5/2019,16.34
6008,11/27/2018,4/8/2018,0.82
6009,2/8/2018,7/12/2018,14.02
6010,3/17/2018,11/4/2017,13.93
6011,9/27/2018,10/29/2018,13.71
6012,6/18/2018,9/29/2018,7.63
6013,2/8/2018,8/13/2017,8.67
6014,4/3/2018,5/30/2017,15.58
6015,1/23/2018,5/31/2018,11.10
6016,1/10/2018,1/7/2019,12.47
6017,7/2/2018,4/2/2018,10.56
6018,9/23/2018,7/9/2018,5.70
6019,1/22/2018,8/31/2018,5.05
6020,8/12/2018,6/18/2017,11.43
6021,6/16/2018,12/25/2017,9.39
6022,9/9/2018,3/14/2018,6.44
6023,8/22/2018,3/5/2019,14.71
6024,5/20/2018,10/12/2017,0.40
6025,11/18/2018,12/19/2017,17.06
6026,2/21/2018,11/4/2018,2.67
6027,9/30/2018,5/1/2019,14.08
6028,9/12/2018,4/29/2018,4.14
6029,5/3/2018,7/2/2018,2.81
6030,9/29/2018,7/21/2018,17.13
6031,10/4/2018,12/24/2017,12.18
6032,8/10/2018,1/2/2018,3.26
6033,10/18/2018,11/28/2017,7.61
6034,11/4/2018,1/4/2018,7.66
6035,4/12/2018,9/1/2017,1.78
6036,10/3/2018,11/25/2017,10.91
6037,11/26/2018,11/24/2017,13.17
6038,6/17/2018,4/18/2019,15.63
6039,8/10/2018,12/14/2018,16.56
6040,10/10/2018,9/20/2018,13.61
6041,11/5/2018,12/5/2017,13.33
6042,10/28/2018,11/18/2017,4.14
6043,10/1/2018,1/13/2018,17.18
6044,11/29/2018,10/16/2018,5.74
6045,9/14/2018,9/11/2018,4.25
6046,2/2/2018,12/16/2018,11.32
6047,11/28/2018,1/19/2018,3.75
6048,6/24/2018,2/18/2018,9.80
6049,5/22/2018,7/23/2017,7.67
6050,2/4/2018,11/16/2018,2.44
6051,6/26/2018,11/5/2018,3.82
6052,4/17/2018,3/4/2019,7.85
6053,6/2/2018,9/6/2018,15.97
6054,2/16/2018,12/2/2017,17.73
6055,2/10/2018,2/1/2018,1.99
6056,10/5/2018,5/10/2019,16.55
6057,1/9/2018,9/29/2018,9.19
6058,2/22/2018,11/2/2018,3.68
6059,11/17/2018,8/28/2017,0.99
6060,5/31/2018,10/17/2018,17.09
6061,11/21/2018,1/17/2019,11.88
6062,8/5/2018,7/22/2018,1.00
6063,6/11/2018,11/13/2018,19.84
6064,5/24/2018,10/21/2018,18.57
6065,9/6/2018,1/23/2018,14.40
6066,9/4/2018,8/9/2018,3.20
6067,9/27/2018,4/16/2018,8.76
6068,9/4/2018,11/21/2017,3.66
6069,1/10/2018,7/30/2017,9.91
6070,9/22/2018,11/30/2018,13.92
6071,9/6/2018,9/14/2018,12.31
6072,10/31/2018,9/25/2017,12.83
6073,7/3/2018,4/23/2019,14.27
6074,9/12/2018,3/21/2019,18.35
6075,9/20/2018,5/19/2017,11.34
6076,8/11/2018,2/18/2018,0.87
6077,9/18/2018,6/25/2018,11.94
6078,1/11/2018,6/20/2017,10.28
6079,4/19/2018,8/5/2018,17.37
6080,9/26/2018,7/8/2018,12.46
6081,10/10/2018,1/1/2018,16.83
6082,10/26/2018,6/21/2018,14.26
6083,1/30/2018,8/25/2017,14.89
6084,8/29/2018,3/29/2018,1.81
6085,11/30/2018,5/3/2018,9.23
6086,3/2/2018,2/15/2018,9.22
6087,5/3/2018,8/6/2017,6.47
6088,10/18/2018,11/22/2017,14.58
6089,2/9/2018,10/23/2018,13.03
6090,3/14/2018,4/11/2018,18.05
6091,10/24/2018,2/3/2018,1.13
6092,7/6/2018,8/8/2017,4.44
6093,5/24/2018,11/20/2017,9.42
6094,4/16/2018,10/5/2018,2.48
6095,4/28/2018,4/27/2018,14.83
6096,4/23/2018,8/17/2018,15.20
6097,10/10/2018,1/6/2019,4.06
6098,3/27/2018,7/23/2017,16.57
6099,6/19/2018,7/20/2017,0.25
6100,3/22/2018,8/27/2018,14.09
6101,7/13/2018,7/13/2018,7.66
6102,2/16/2018,10/5/2018,11.02
6103,8/12/2018,1/8/2019,1.18
6104,7/10/2018,5/12/2019,1.63
6105,7/18/2018,8/8/2017,4.54
6106,7/29/2018,3/25/2018,17.60
6107,5/31/2018,7/24/2017,4.46
6108,9/24/2018,3/25/2018,17.70
6109,11/24/2018,6/29/2018,5.59
6110,4/7/2018,9/29/2017,5.84
6111,11/21/2018,11/10/2018,5.73
6112,9/13/2018,8/12/2018,13.49
6113,4/6/2018,9/27/2017,15.68
6114,5/11/2018,11/3/2018,16.73
6115,11/26/2018,1/10/2019,17.07
6116,1/13/2018,6/27/2018,11.78
6117,8/9/2018,1/22/2018,8.09
6118,3/28/2018,5/23/2018,15.88
6119,9/10/2018,9/1/2018,9.64
6120,4/26/2018,7/12/2017,4.37
6121,11/20/2018,1/3/2019,5.37
6122,3/9/2018,6/2/2017,19.15
6123,9/30/2018,11/11/2018,16.25
6124,3/17/2018,3/18/2019,17.97
6125,4/8/2018,4/6/2018,0.10
6126,7/11/2018,6/29/2018,0.55
6127,1/29/2018,9/1/2017,15.86
6128,5/4/2018,2/10/2019,6.91
6129,4/29/2018,9/25/2018,17.41
6130,8/24/2018,2/27/2019,18.76
6131,9/21/2018,11/4/2018,4.63
6132,7/26/2018,10/14/2017,7.47
6133,7/17/2018,9/12/2017,1.21
6134,11/10/2018,8/12/2017,0.53
6135,8/5/2018,12/20/2018,2.35
6136,4/8/2018,9/20/2017,19.69
6137,11/23/2018,10/5/2018,19.10
6138,4/1/2018,1/11/2019,11.85
6139,8/19/2018,3/20/2019,9.00
6140,8/15/2018,6/25/2018,10.53
6141,1/14/2018,7/16/2017,12.24
6142,7/28/2018,5/17/2019,1.58
6143,1/28/2018,3/22/2018,5.02
6144,7/24/2018,1/1/2019,13.90
6145,5/26/2018,2/17/2018,6.62
6146,1/7/2018,4/17/2018,12.21
6147,10/20/2018,8/22/2018,6.29
6148,1/10/2018,9/1/2017,12.59
6149,9/19/2018,5/21/2017,11.42
6150,8/26/2018,6/7/2017,10.08
6151,1/17/2018,7/26/2018,16.24
6152,9/6/2018,3/25/2018,12.76
6153,1/22/2018,7/12/2018,3.57
6154,5/18/2018,6/19/2018,1.77
6155,1/19/2018,9/23/2018,0.32
6156,3/14/2018,5/31/2017,9.35
6157,10/10/2018,1/11/2019,9.48
6158,3/6/2018,10/20/2018,4.05
6159,11/23/2018,2/5/2018,10.19
6160,9/12/2018,3/24/2019,10.23
6161,7/29/2018,8/23/2017,1.29
6162,11/18/2018,2/14/2018,17.85
6163,10/23/2018,10/27/2018,18.03
6164,2/21/2018,3/24/2018,13.06
6165,10/8/2018,10/29/2017,7.10
6166,9/1/2018,1/24/2018,16.73
6167,5/8/2018,8/28/2017,19.70
6168,8/16/2018,5/27/2017,1.84
6169,2/15/2018,12/27/2017,13.18
6170,9/28/2018,9/25/2018,1.60
6171,9/14/2018,3/22/2018,13.15
6172,4/13/2018,7/27/2018,14.65
6173,6/6/2018,2/26/2019,2.73
6174,5/29/2018,7/11/2017,8.67
6175,1/16/2018,2/20/2019,7.65
6176,11/14/2018,8/24/2017,15.30
6177,7/11/2018,10/20/2018,18.25
6178,4/2/2018,8/8/2018,18.75
6179,1/25/2018,12/9/2018,6.33
6180,5/14/2018,7/30/2017,15.09
6181,7/11/2018,2/16/2018,16.47
6182,2/17/2018,11/6/2017,3.91
6183,11/26/2018,1/30/2019,19.77
6184,2/1/2018,9/24/2017,2.59
6185,10/16/2018,10/11/2017,17.56
6186,6/19/2018,7/31/2017,5.09
6187,3/18/2018,2/16/2018,16.19
6188,7/31/2018,6/24/2017,7.09
6189,2/24/2018,11/30/2017,14.52
6190,8/31/2018,2/13/2018,9.18
6191,8/5/2018,3/26/2019,16.27
6192,7/9/2018,3/28/2019,15.14
6193,3/18/2018,4/20/2018,3.53
6194,5/3/2018,4/8/2018,9.36
6195,11/30/2018,4/15/2019,1.32
6196,10/28/2018,4/17/2019,4.67
6197,9/14/2018,3/13/2019,14.89
6198,10/1/2018,8/26/2017,7.24
6199,1/13/2018,8/24/2018,4.28
6200,3/14/2018,7/27/2018,11.73
6201,1/12/2018,5/20/2018,4.76
6202,6/11/2018,8/29/2018,13.71
6203,10/16/2018,9/21/2018,16.80
6204,9/4/2018,10/22/2017,7.32
6205,10/20/2018,12/24/2018,3.69
6206,2/27/2018,2/6/2019,10.28
6207,7/6/2018,6/5/2017,15.88
6208,7/17/2018,1/16/2019,13.48
6209,10/25/2018,8/23/2018,15.42
6210,3/6/2018,11/25/2018,9.52
6211,5/29/2018,7/28/2017,0.82
6212,4/12/2018,3/1/2018,15.05
6213,11/2/2018,10/8/2018,11.25
6214,11/6/2018,6/13/2017,0.37
6215,7/4/2018,8/13/2017,13.13
6216,2/26/2018,8/1/2018,11.74
6217,2/5/2018,3/1/2019,0.20
6218,9/21/2018,5/17/2018,4.85
6219,7/6/2018,7/23/2017,10.93
6220,4/25/2018,11/27/2017,1.01
6221,4/2/2018,1/20/2018,18.59
6222,3/1/2018,9/30/2017,13.51
6223,5/23/2018,2/10/2019,3.13
6224,11/24/2018,7/17/2018,2.74
6225,5/7/2018,11/23/2018,2.66
6226,9/5/2018,7/21/2018,12.67
6227,7/8/2018,8/9/2018,2.14
6228,9/13/2018,8/24/2017,6.48
6229,1/23/2018,2/28/2018,12.52
6230,4/13/2018,9/26/2017,6.87
6231,4/2/2018,2/28/2019,8.76
6232,4/14/2018,7/31/2018,7.25
6233,7/17/2018,1/16/2019,14.55
6234,2/21/2018,10/19/2017,12.22
6235,1/12/2018,10/23/2017,17.10
6236,10/30/2018,12/10/2017,2.41
6237,1/22/2018,8/7/2018,18.86
6238,9/12/2018,10/27/2017,8.46
6239,5/21/2018,8/30/2018,3.77
6240,1/29/2018,9/9/2017,5.99
6241,11/11/2018,1/21/2018,17.94
6242,6/6/2018,5/14/2019,4.73
6243,5/31/2018,12/12/2018,0.71
6244,5/20/2018,5/29/2018,6.29
6245,5/22/2018,12/30/2017,4.91
6246,11/21/2018,6/16/2018,4.36
6247,9/16/2018,6/3/2018,3.87
6248,9/29/2018,12/28/2017,16.57
6249,4/30/2018,11/5/2018,17.59
6250,5/20/2018,6/1/2018,14.83
6251,10/23/2018,7/28/2017,4.75
6252,6/5/2018,5/20/2017,8.37
6253,3/30/2018,4/18/2018,8.76
6254,3/26/2018,10/3/2018,0.34
6255,3/27/2018,8/21/2017,18.04
6256,1/26/2018,7/7/2018,17.50
6257,7/13/2018,5/16/2018,19.55
6258,4/9/2018,8/14/2017,9.41
6259,9/9/2018,10/1/2018,8.12
6260,5/19/2018,11/24/2018,12.71
6261,4/13/2018,11/16/2018,4.71
6262,1/15/2018,11/18/2018,15.79
6263,5/7/2018,8/27/2017,6.36
6264,10/15/2018,8/3/2017,12.04
6265,2/28/2018,7/17/2017,15.88
6266,9/3/2018,1/20/2018,5.12
6267,5/18/2018,1/26/2019,7.48
6268,4/26/2018,8/10/2018,14.05
6269,1/16/2018,8/19/2018,8.28
6270,8/22/2018,8/19/2018,17.25
6271,10/17/2018,6/18/2018,4.08
6272,5/12/2018,7/15/2017,4.96
6273,2/28/2018,12/12/2018,2.50
6274,9/7/2018,9/27/2017,17.86
6275,4/10/2018,2/24/2019,8.75
6276,9/28/2018,7/15/2017,9.40
6277,7/22/2018,1/18/2018,0.29
6278,8/23/2018,9/18/2018,3.50
6279,6/30/2018,10/2/2018,8.30
6280,6/5/2018,11/19/2017,19.77
6281,2/24/2018,6/23/2017,5.77
6282,11/2/2018,2/3/2019,1.92
6283,9/13/2018,1/15/2019,2.09
6284,2/11/2018,1/20/2018,6.73
6285,5/4/2018,2/20/2018,12.23
6286,4/13/2018,5/20/2017,6.25
6287,2/2/2018,9/6/2018,13.83
6288,11/27/2018,6/28/2018,7.07
6289,11/19/2018,12/14/2018,8.98
6290,3/8/2018,8/23/2018,19.16
6291,8/16/2018,11/8/2017,10.06
6292,8/5/2018,12/14/2017,7.41
6293,9/7/2018,8/26/2018,13.44
6294,6/21/2018,3/3/2018,13.46
6295,5/4/2018,1/14/2018,15.42
6296,1/7/2018,3/16/2018,3.47
6297,4/23/2018,6/26/2018,16.50
6298,8/14/2018,6/17/2017,6.24
6299,11/26/2018,3/29/2018,15.22
6300,10/6/2018,8/24/2017,16.49
6301,7/31/2018,11/13/2018,10.24
6302,9/4/2018,5/7/2018,12.98
6303,7/4/2018,9/20/2018,15.63
6304,9/27/2018,8/10/2018,10.17
6305,6/1/2018,5/6/2018,14.04
6306,7/25/2018,4/6/2019,12.95
6307,8/21/2018,3/31/2018,6.03
6308,9/10/2018,6/11/2018,2.92
6309,3/22/2018,5/29/2017,18.29
6310,5/13/2018,4/30/2018,2.18
6311,8/31/2018,12/16/2017,5.08
6312,11/5/2018,10/19/2018,17.06
6313,3/26/2018,8/24/2018,19.57
6314,1/3/2018,10/9/2017,9.32
6315,5/3/2018,2/11/2018,17.09
6316,5/11/2018,3/27/2019,0.59
6317,1/19/2018,7/13/2017,9.57
6318,1/7/2018,10/5/2018,12.38
6319,9/25/2018,10/1/2017,0.26
6320,7/20/2018,12/4/2017,15.85
6321,11/6/2018,7/14/2017,7.82
6322,2/2/2018,12/12/2018,10.86
6323,3/16/2018,4/28/2019,6.51
6324,10/28/2018,4/13/2018,16.13
6325,1/24/2018,9/20/2017,1.27
6326,11/22/2018,8/18/2018,6.50
6327,11/7/2018,3/22/2019,4.71
6328,1/30/2018,12/18/2018,0.19
6329,5/22/2018,6/11/2018,3.08
6330,6/18/2018,10/10/2017,5.70
6331,11/4/2018,10/1/2017,2.19
6332,3/16/2018,7/18/2017,6.20
6333,7/5/2018,10/16/2017,4.12
6334,10/23/2018,12/4/2017,16.09
6335,9/17/2018,2/10/2019,4.87
6336,11/19/2018,8/30/2017,3.13
6337,3/30/2018,12/27/2017,17.34
6338,1/17/2018,3/23/2018,5.35
6339,10/25/2018,9/9/2017,4.14
6340,5/6/2018,1/13/2019,13.24
6341,10/9/2018,1/12/2019,13.22
6342,4/11/2018,11/6/2017,16.79
6343,4/4/2018,4/28/2019,8.68
6344,5/7/2018,5/26/2018,10.59
6345,6/17/2018,1/27/2019,9.52
6346,5/14/2018,4/22/2019,18.87
6347,4/22/2018,1/27/2019,5.01
6348,8/28/2018,12/14/2017,17.65
6349,9/23/2018,12/12/2017,1.15
6350,10/11/2018,11/19/2017,2.42
6351,11/1/2018,12/31/2018,12.03
6352,9/6/2018,7/15/2017,14.27
6353,8/23/2018,9/17/2017,19.18
6354,3/11/2018,11/11/2018,1.43
6355,1/11/2018,3/9/2018,11.82
6356,10/13/2018,10/23/2018,6.03
6357,3/16/2018,1/13/2019,10.53
6358,7/16/2018,11/11/2017,14.39
6359,8/6/2018,1/12/2018,14.50
6360,2/21/2018,10/15/2017,3.42
6361,10/18/2018,11/4/2017,12.86
6362,8/27/2018,2/17/2018,1.62
6363,5/8/2018,2/24/2018,1.16
6364,11/4/2018,6/1/2018,18.05
6365,10/22/2018,12/12/2018,13.99
6366,3/8/2018,6/17/2017,12.60
6367,1/26/2018,3/31/2019,7.51
6368,4/24/2018,11/9/2018,4.80
6369,10/6/2018,4/21/2019,5.26
6370,8/27/2018,5/3/2019,18.89
6371,8/7/2018,9/7/2018,16.41
6372,4/14/2018,11/28/2018,10.23
6373,8/18/2018,12/24/2018,1.56
6374,8/12/2018,9/5/2017,8.62
6375,4/3/2018,4/17/2019,11.66
6376,6/2/2018,10/15/2017,7.10
6377,10/21/2018,11/12/2018,13.91
6378,7/29/2018,4/16/2019,3.49
6379,8/3/2018,7/31/2017,2.37
6380,5/17/2018,11/13/2018,2.42
6381,9/2/2018,6/14/2017,15.16
6382,2/20/2018,4/18/2018,3.35
6383,6/3/2018,5/24/2018,2.67
6384,10/28/2018,11/21/2018,7.56
6385,5/8/2018,10/27/2017,17.77
6386,2/27/2018,4/17/2019,3.18
6387,2/4/2018,11/25/2017,2.21
6388,11/15/2018,4/27/2019,1.89
6389,10/11/2018,5/21/2018,16.49
6390,3/23/2018,4/19/2018,14.77
6391,4/28/2018,1/4/2019,16.80
6392,2/24/2018,1/13/2018,11.42
6393,6/29/2018,4/27/2019,3.70
6394,6/21/2018,6/18/2018,11.24
6395,6/20/2018,1/18/2018,17.20
6396,3/14/2018,11/3/2017,13.33
6397,5/19/2018,12/11/2017,14.50
6398,11/4/2018,3/14/2019,5.34
6399,6/11/2018,5/5/2018,1.72
6400,11/29/2018,1/15/2019,14.00
6401,8/27/2018,12/9/2017,7.46
6402,3/16/2018,1/29/2019,12.15
6403,3/15/2018,5/24/2018,10.21
6404,1/5/2018,8/19/2018,13.97
6405,6/8/2018,5/20/2018,7.47
6406,7/2/2018,12/12/2018,17.81
6407,6/13/2018,4/13/2018,14.25
6408,5/10/2018,9/28/2018,9.16
6409,8/2/2018,9/19/2018,9.45
6410,9/12/2018,5/3/2018,3.08
6411,2/26/2018,7/21/2017,17.31
6412,7/31/2018,9/21/2017,10.17
6413,9/26/2018,5/9/2018,3.38
6414,7/19/2018,5/13/2019,18.98
6415,11/7/2018,1/8/2019,13.71
6416,3/23/2018,12/6/2017,12.59
6417,4/8/2018,10/27/2018,13.03
6418,7/25/2018,11/9/2017,9.18
6419,3/7/2018,9/1/2017,2.12
6420,6/14/2018,10/2/2018,9.92
6421,1/17/2018,7/31/2017,15.58
6422,7/16/2018,3/9/2018,7.17
6423,6/14/2018,6/18/2018,16.16
6424,10/31/2018,8/27/2017,7.97
6425,5/15/2018,6/13/2018,18.05
6426,1/12/2018,3/28/2018,2.35
6427,6/1/2018,9/23/2018,6.34
6428,1/15/2018,12/2/2018,0.03
6429,8/30/2018,8/25/2017,2.18
6430,11/25/2018,6/4/2018,17.74
6431,9/13/2018,5/29/2017,10.57
6432,4/5/2018,8/21/2018,9.70
6433,2/22/2018,2/1/2018,17.98
6434,2/26/2018,11/27/2017,15.01
6435,6/23/2018,3/4/2019,7.90
6436,9/13/2018,7/20/2018,5.11
6437,3/28/2018,3/13/2018,16.65
6438,5/1/2018,9/30/2017,4.97
6439,3/14/2018,10/26/2017,14.32
6440,5/19/2018,11/17/2018,2.53
6441,5/17/2018,6/22/2018,19.33
6442,7/2/2018,3/2/2019,6.79
6443,9/11/2018,11/9/2017,14.66
6444,3/29/2018,7/1/2018,8.49
6445,6/5/2018,12/7/2018,15.44
6446,7/21/2018,12/3/2018,9.02
6447,5/19/2018,7/8/2017,14.26
6448,6/8/2018,1/10/2018,14.76
6449,10/20/2018,6/30/2017,18.70
6450,6/4/2018,7/17/2017,6.74
6451,1/24/2018,4/23/2019,0.81
6452,9/8/2018,9/5/2017,5.88
6453,2/4/2018,12/21/2018,14.31
6454,3/29/2018,10/5/2018,6.05
6455,8/2/2018,4/16/2019,4.55
6456,6/19/2018,9/1/2018,14.74
6457,3/27/2018,6/27/2018,1.46
6458,5/4/2018,11/14/2017,1.51
6459,10/4/2018,12/27/2018,6.88
6460,1/13/2018,12/19/2018,11.21
6461,9/27/2018,9/29/2017,3.72
6462,8/24/2018,3/19/2019,18.20
6463,7/20/2018,3/25/2018,8.02
6464,9/17/2018,10/12/2018,0.38
6465,11/7/2018,9/23/2017,13.21
6466,8/24/2018,8/5/2018,7.31
6467,1/19/2018,4/8/2019,10.62
6468,11/11/2018,11/30/2017,19.66
6469,11/29/2018,1/6/2018,5.14
6470,4/11/2018,1/19/2018,13.14
6471,4/17/2018,12/2/2017,2.54
6472,5/2/2018,1/1/2018,17.48
6473,10/29/2018,1/7/2018,3.86
6474,8/28/2018,1/26/2018,18.01
6475,11/27/2018,12/9/2018,7.16
6476,2/13/2018,11/7/2017,14.11
6477,8/12/2018,1/12/2019,6.45
6478,4/13/2018,5/11/2018,11.13
6479,3/25/2018,11/8/2018,12.05
6480,3/18/2018,1/26/2018,17.75
6481,4/13/2018,2/2/2019,14.45
6482,7/23/2018,2/5/2019,10.48
6483,9/1/2018,10/27/2017,9.83
6484,6/17/2018,1/14/2019,3.70
6485,1/8/2018,4/5/2018,19.24
6486,1/29/2018,5/31/2017,14.80
6487,5/23/2018,4/15/2019,15.53
6488,3/31/2018,4/22/2018,17.86
6489,10/11/2018,11/21/2018,16.39
6490,9/24/2018,12/9/2017,4.44
6491,5/14/2018,5/2/2019,18.42
6492,10/24/2018,4/17/2019,2.93
6493,11/19/2018,11/5/2018,10.58
6494,2/24/2018,4/23/2018,5.43
6495,3/7/2018,5/23/2018,8.59
6496,11/27/2018,5/1/2018,14.13
6497,8/16/2018,11/22/2017,7.11
6498,2/2/2018,11/8/2018,17.26
6499,11/30/2018,7/20/2018,18.55
6500,3/19/2018,11/19/2018,2.73
6501,2/20/2018,5/14/2018,10.77
6502,11/27/2018,8/23/2017,15.11
6503,11/28/2018,2/22/2019,18.10
6504,8/17/2018,8/10/2017,8.70
6505,4/15/2018,7/1/2018,0.46
6506,11/12/2018,11/8/2018,8.24
6507,10/15/2018,7/22/2017,6.83
6508,9/18/2018,12/23/2018,5.30
6509,4/16/2018,9/11/2017,7.59
6510,10/3/2018,1/25/2019,1.31
6511,9/16/2018,9/26/2018,4.89
6512,1/28/2018,3/29/2019,5.12
6513,11/4/2018,5/22/2017,4.31
6514,5/20/2018,6/6/2018,15.33
6515,2/12/2018,5/25/2018,5.38
6516,8/16/2018,2/27/2018,3.38
6517,10/19/2018,4/29/2018,11.79
6518,5/10/2018,5/17/2019,4.61
6519,7/11/2018,8/22/2018,11.78
6520,5/2/2018,4/19/2018,0.17
6521,11/10/2018,5/12/2019,19.46
6522,3/31/2018,12/29/2018,5.26
6523,1/14/2018,3/26/2018,9.07
6524,1/23/2018,9/25/2018,17.92
6525,6/3/2018,5/31/2018,12.50
6526,2/15/2018,8/24/2017,1.13
6527,5/19/2018,3/1/2018,17.18
6528,6/21/2018,12/25/2018,5.98
6529,8/9/2018,3/31/2019,18.18
6530,10/25/2018,5/25/2018,14.12
6531,5/13/2018,5/10/2019,19.93
6532,2/14/2018,4/29/2018,19.94
6533,10/9/2018,12/15/2017,17.08
6534,4/26/2018,7/19/2018,0.70
6535,3/26/2018,6/22/2017,5.29
6536,5/17/2018,12/10/2017,2.28
6537,3/4/2018,7/23/2018,9.76
6538,3/29/2018,10/4/2018,13.06
6539,4/7/2018,9/24/2018,17.17
6540,2/1/2018,5/31/2018,8.13
6541,11/3/2018,6/10/2017,1.06
6542,7/6/2018,5/13/2019,4.13
6543,11/6/2018,9/22/2018,14.97
6544,8/16/2018,8/28/2017,10.60
6545,7/3/2018,8/9/2018,14.63
6546,7/30/2018,10/12/2017,16.21
6547,7/14/2018,2/19/2018,18.94
6548,10/17/2018,7/16/2018,14.89
6549,3/27/2018,1/19/2018,6.98
6550,2/20/2018,6/6/2017,8.69
6551,5/11/2018,11/24/2018,14.32
6552,10/17/2018,4/20/2019,15.76
6553,4/19/2018,12/17/2018,11.72
6554,1/15/2018,5/19/2018,7.87
6555,6/19/2018,8/7/2017,7.18
6556,8/14/2018,2/11/2018,0.99
6557,5/26/2018,12/13/2017,8.93
6558,11/5/2018,11/18/2017,17.07
6559,10/27/2018,6/18/2017,13.89
6560,9/30/2018,3/31/2018,14.21
6561,4/26/2018,11/22/2017,8.24
6562,9/12/2018,7/25/2017,19.00
6563,6/2/2018,8/14/2017,9.26
6564,9/20/2018,10/30/2018,2.88
6565,4/4/2018,8/19/2017,5.85
6566,8/30/2018,11/23/2018,6.42
6567,4/21/2018,4/13/2018,4.89
6568,6/22/2018,10/26/2018,8.50
6569,9/7/2018,6/13/2018,17.42
6570,1/16/2018,6/24/2018,19.29
6571,8/29/2018,1/14/2018,0.15
6572,3/3/2018,9/19/2018,12.57
6573,10/29/2018,1/26/2019,10.10
6574,10/14/2018,12/10/2018,6.30
6575,4/2/2018,11/10/2017,1.34
6576,1/23/2018,2/24/2018,10.66
