ID,Datum oddaje,teza
4916,7/10/2017,15.99
4917,9/20/2017,14.07
4918,6/13/2017,2.13
4919,3/25/2019,7.22
4920,1/31/2019,19.52
4921,9/26/2017,2.75
4922,1/29/2019,2.03
4923,6/22/2017,8.61
4924,11/21/2018,10.16
4925,9/13/2018,14.85
4926,3/29/2018,0.57
4927,3/2/2019,4.75
4928,6/22/2017,9.71
4929,8/12/2018,16.99
4930,9/7/2017,2.54
4931,4/10/2018,12.52
4932,10/1/2017,8.21
4933,6/2/2017,8.64
4934,1/7/2019,5.21
4935,2/21/2018,9.33
4936,4/20/2019,1.29
4937,8/15/2017,15.01
4938,7/7/2017,18.61
4939,11/8/2017,3.43
4940,3/18/2018,16.13
4941,12/2/2018,1.54
4942,8/12/2017,10.62
4943,2/5/2018,10.71
4944,8/9/2017,12.93
4945,7/19/2017,12.23
4946,8/31/2018,0.44
4947,6/15/2017,2.95
4948,4/29/2018,12.19
4949,5/7/2018,5.73
4950,7/12/2018,4.07
4951,1/24/2019,16.79
4952,9/8/2018,1.76
4953,10/8/2017,13.84
4954,3/8/2019,3.32
4955,3/2/2019,11.42
4956,11/3/2018,14.69
4957,8/6/2018,19.40
4958,11/6/2017,14.74
4959,11/11/2018,2.77
4960,9/26/2018,0.12
4961,2/20/2018,15.08
4962,11/4/2017,19.11
4963,2/25/2019,5.20
4964,7/21/2017,10.60
4965,4/23/2018,15.38
4966,3/12/2018,17.56
4967,12/4/2018,6.99
4968,2/28/2019,19.48
4969,12/7/2017,18.69
4970,9/16/2017,1.91
4971,11/4/2017,17.40
4972,6/27/2018,4.57
4973,5/13/2019,15.06
4974,8/9/2018,9.07
4975,1/9/2018,13.15
4976,9/2/2018,18.87
4977,5/11/2019,5.93
4978,9/15/2018,2.00
4979,10/18/2018,8.45
4980,5/31/2017,2.56
4981,11/12/2018,5.47
4982,4/4/2019,19.36
4983,5/21/2018,14.14
4984,8/9/2018,2.47
4985,10/25/2017,5.06
4986,2/26/2019,16.60
4987,6/26/2018,10.39
4988,5/10/2019,6.39
4989,8/19/2017,6.30
4990,1/12/2018,8.49
4991,8/23/2017,4.91
4992,7/15/2017,8.71
4993,7/20/2017,13.55
4994,11/8/2017,1.23
4995,3/7/2019,13.76
4996,6/22/2017,17.79
4997,4/30/2019,9.83
4998,10/20/2017,15.69
4999,5/17/2019,13.80
5000,6/22/2017,0.17
5001,9/5/2017,13.77
5002,9/11/2017,17.63
5003,9/23/2017,14.65
5004,7/21/2018,19.18
5005,1/22/2018,10.68
5006,7/20/2017,3.39
5007,5/2/2019,5.23
5008,3/21/2019,16.76
5009,8/29/2018,12.60
5010,2/13/2019,1.63
5011,12/12/2018,8.08
5012,9/1/2018,12.94
5013,3/31/2019,2.50
5014,6/30/2018,2.08
5015,11/5/2017,6.09
5016,12/3/2017,1.88
5017,10/26/2017,2.85
5018,6/2/2017,2.89
5019,4/5/2018,2.52
5020,3/10/2018,17.39
5021,3/4/2019,9.34
5022,10/27/2017,17.32
5023,4/9/2018,4.24
5024,12/6/2017,18.53
5025,9/4/2017,13.53
5026,7/17/2018,12.89
5027,10/25/2017,5.27
5028,11/28/2017,3.10
5029,8/2/2017,13.12
5030,4/22/2018,9.84
5031,9/15/2017,13.56
5032,1/29/2018,3.83
5033,2/6/2019,0.78
5034,7/16/2018,1.65
5035,9/19/2017,3.03
5036,7/16/2018,5.26
5037,8/7/2017,5.38
5038,10/24/2018,4.84
5039,9/10/2018,10.97
5040,1/30/2018,18.17
5041,4/1/2019,18.03
5042,4/16/2019,10.86
5043,12/30/2017,7.52
5044,12/3/2018,3.39
5045,4/16/2018,3.21
5046,1/20/2018,9.77
5047,12/17/2018,11.88
5048,1/13/2018,4.33
5049,10/21/2018,14.29
5050,2/3/2019,17.89
5051,4/2/2018,17.94
5052,8/7/2018,6.99
5053,2/24/2019,9.74
5054,8/20/2017,3.94
5055,4/28/2018,8.30
5056,4/22/2018,8.52
5057,11/11/2018,2.20
5058,7/24/2018,10.81
5059,10/21/2017,1.16
5060,6/15/2017,16.93
5061,7/5/2017,0.72
5062,5/28/2018,13.44
5063,9/9/2017,13.96
5064,5/19/2017,14.02
5065,8/8/2018,14.24
5066,9/3/2018,5.46
5067,8/18/2018,4.38
5068,12/17/2017,8.27
5069,6/10/2018,3.11
5070,5/21/2018,16.13
5071,10/10/2017,18.15
5072,11/19/2017,0.51
5073,11/24/2018,15.09
5074,12/14/2017,15.32
5075,11/6/2018,3.26
5076,6/21/2018,0.03
5077,4/9/2019,0.91
5078,10/25/2018,2.42
5079,8/9/2018,5.47
5080,8/27/2018,10.17
5081,12/28/2018,12.95
5082,9/24/2017,2.77
5083,1/19/2018,10.42
5084,4/11/2019,9.70
5085,6/17/2017,8.07
5086,8/16/2018,15.82
5087,7/7/2018,16.46
5088,9/8/2018,9.56
5089,8/7/2017,3.80
5090,7/8/2018,4.90
5091,9/3/2017,16.26
5092,12/26/2017,0.10
5093,9/27/2018,5.31
5094,1/25/2018,15.38
5095,9/11/2018,0.89
5096,8/4/2017,5.51
5097,10/25/2017,2.74
5098,8/16/2018,6.63
5099,2/8/2019,6.66
5100,9/13/2018,0.21
5101,7/20/2018,8.09
5102,3/13/2019,18.30
5103,5/15/2019,12.18
5104,1/12/2018,16.58
5105,12/6/2017,3.36
5106,4/21/2019,10.51
5107,5/18/2019,8.47
5108,2/11/2018,8.05
5109,10/24/2017,10.69
5110,2/25/2019,15.73
5111,4/21/2018,9.56
5112,2/11/2018,10.05
5113,5/31/2017,13.36
5114,7/1/2017,6.02
5115,7/14/2017,4.97
5116,9/19/2018,9.03
5117,1/6/2019,18.52
5118,12/23/2017,6.18
5119,11/17/2018,1.80
5120,4/4/2018,16.87
5121,11/15/2018,5.66
5122,11/11/2017,0.21
5123,2/26/2018,5.03
5124,2/10/2018,9.18
5125,8/1/2017,19.61
5126,4/23/2019,4.82
5127,1/28/2019,19.76
5128,1/1/2018,2.00
5129,12/9/2018,5.99
5130,8/10/2018,13.07
5131,3/18/2019,18.84
5132,7/1/2018,18.75
5133,5/17/2019,6.65
5134,9/19/2017,4.32
5135,5/15/2019,9.10
5136,10/11/2017,1.76
5137,9/17/2017,1.80
5138,8/3/2017,0.90
5139,9/3/2017,6.23
5140,4/19/2019,5.01
5141,3/24/2019,19.56
5142,3/15/2019,6.27
5143,11/16/2018,12.64
5144,7/3/2018,10.37
5145,1/4/2018,19.91
5146,11/5/2018,4.19
5147,5/27/2017,19.00
5148,8/2/2018,4.32
5149,2/13/2019,14.12
5150,8/13/2017,9.77
5151,6/11/2018,6.43
5152,4/26/2018,5.33
5153,6/30/2017,8.44
5154,7/4/2018,14.34
5155,2/22/2018,15.34
5156,12/26/2018,13.65
5157,4/12/2019,0.36
5158,7/2/2018,6.34
5159,4/1/2019,17.67
5160,11/21/2018,20.00
5161,11/13/2017,7.70
5162,5/12/2018,18.20
5163,10/27/2018,2.04
5164,4/28/2019,14.55
5165,2/4/2019,1.83
5166,7/25/2017,2.25
5167,12/8/2017,14.08
5168,8/20/2018,4.67
5169,3/11/2019,14.81
5170,4/26/2019,11.50
5171,4/24/2019,8.70
5172,4/28/2019,7.00
5173,10/8/2018,4.34
5174,12/6/2017,5.95
5175,9/6/2017,15.73
5176,10/11/2017,13.38
5177,2/27/2019,6.22
5178,8/9/2018,16.42
5179,1/10/2018,5.99
5180,2/7/2019,14.86
5181,9/26/2017,6.62
5182,3/25/2018,1.46
5183,2/27/2018,8.86
5184,10/21/2017,1.73
5185,6/18/2018,19.79
5186,1/6/2018,8.76
5187,5/5/2019,5.96
5188,1/4/2019,6.56
5189,11/2/2018,0.25
5190,8/1/2017,15.82
5191,8/16/2017,15.41
5192,4/2/2018,8.16
5193,12/5/2018,5.87
5194,11/26/2018,17.53
5195,1/18/2018,19.32
5196,12/16/2017,19.42
5197,7/21/2017,5.02
5198,11/27/2017,8.93
5199,6/6/2017,14.97
5200,8/31/2018,9.67
5201,12/9/2018,4.96
5202,9/13/2018,14.27
5203,3/31/2018,13.63
5204,5/27/2018,14.68
5205,5/24/2018,12.81
5206,4/6/2018,15.63
5207,10/12/2018,12.91
5208,1/18/2019,3.55
5209,4/8/2018,16.44
5210,4/22/2019,9.52
5211,11/9/2017,7.97
5212,11/15/2018,9.39
5213,8/16/2018,17.53
5214,7/20/2017,1.14
5215,12/20/2017,16.70
5216,10/18/2018,16.50
5217,6/10/2017,15.50
5218,8/19/2017,14.37
5219,6/9/2017,10.50
5220,5/10/2019,19.26
5221,6/28/2017,3.39
5222,7/8/2018,15.31
5223,9/27/2018,0.54
5224,8/1/2017,1.62
5225,4/25/2018,10.75
5226,4/17/2018,11.13
5227,8/22/2018,11.59
5228,11/2/2018,14.09
5229,12/30/2017,12.82
5230,2/18/2019,5.86
5231,2/9/2019,8.47
5232,11/11/2018,8.64
5233,10/3/2017,16.93
5234,10/11/2017,0.55
5235,10/30/2018,14.06
5236,6/10/2018,15.31
5237,4/19/2019,3.61
5238,10/14/2017,6.19
5239,10/19/2017,0.71
5240,11/13/2017,3.49
5241,1/10/2019,10.01
5242,5/16/2018,16.97
5243,11/14/2017,4.76
5244,5/16/2019,10.63
5245,1/26/2018,4.35
5246,7/3/2017,2.18
5247,10/31/2017,17.62
5248,5/28/2018,8.80
5249,1/17/2018,1.82
5250,1/28/2019,9.66
5251,9/7/2018,4.96
5252,12/26/2017,15.85
5253,6/13/2017,18.62
5254,3/3/2018,2.01
5255,8/23/2017,6.76
5256,10/17/2018,17.82
5257,9/13/2017,8.37
5258,9/28/2018,8.62
5259,2/4/2018,7.88
5260,10/19/2017,3.66
5261,9/12/2017,9.31
5262,4/18/2019,17.76
5263,4/13/2019,17.96
5264,7/1/2018,9.52
5265,1/22/2018,17.79
5266,2/14/2019,2.97
5267,9/13/2018,8.48
5268,6/28/2017,17.24
5269,10/14/2018,17.43
5270,6/11/2018,0.63
5271,10/1/2017,15.14
5272,12/4/2018,8.54
5273,12/30/2017,2.77
5274,6/27/2018,6.72
5275,7/12/2018,9.14
5276,5/13/2019,19.46
5277,2/7/2018,17.95
5278,11/9/2017,13.47
5279,7/8/2017,12.33
5280,9/14/2018,4.89
5281,12/27/2017,4.94
5282,10/25/2017,5.84
5283,1/4/2019,12.81
5284,5/26/2017,9.59
5285,12/5/2017,7.66
5286,1/7/2019,10.67
5287,5/5/2018,9.39
5288,5/31/2017,7.90
5289,6/13/2018,7.30
5290,9/30/2018,11.43
5291,7/23/2017,1.32
5292,11/26/2018,10.27
5293,5/30/2018,6.32
5294,5/14/2019,9.71
5295,5/17/2019,7.58
5296,4/7/2019,13.23
5297,4/26/2018,5.64
5298,9/30/2018,6.15
5299,2/2/2019,17.34
5300,6/21/2017,15.09
5301,11/2/2018,3.92
5302,5/6/2018,6.12
5303,11/1/2017,5.05
5304,7/20/2018,18.50
5305,5/4/2019,16.54
5306,4/19/2018,11.27
5307,11/30/2017,18.66
5308,7/26/2018,3.16
5309,1/19/2018,12.19
5310,3/20/2018,13.65
5311,10/7/2017,15.08
5312,10/10/2018,9.22
5313,1/2/2019,16.28
5314,4/21/2019,2.50
5315,9/16/2018,11.26
5316,10/20/2017,0.87
5317,12/28/2018,15.95
5318,5/18/2019,18.24
5319,5/12/2018,18.15
5320,12/19/2017,6.02
5321,4/15/2018,10.08
5322,1/11/2019,4.26
5323,3/7/2018,11.50
5324,9/17/2018,14.17
5325,1/4/2019,5.37
5326,4/14/2019,0.31
5327,12/19/2017,16.68
5328,2/9/2019,7.41
5329,3/18/2018,13.34
5330,9/28/2017,1.07
5331,7/23/2018,17.75
5332,6/7/2017,2.47
5333,2/27/2018,10.07
5334,5/3/2019,16.40
5335,12/23/2017,13.93
5336,7/18/2018,3.25
5337,11/11/2018,3.84
5338,3/14/2019,0.77
5339,9/20/2017,10.46
5340,5/28/2017,14.34
5341,4/26/2019,16.29
5342,4/21/2018,8.66
5343,12/9/2017,3.84
5344,8/15/2018,14.66
5345,2/19/2018,0.66
5346,5/3/2018,9.02
5347,5/15/2019,2.68
5348,6/11/2017,7.97
5349,5/2/2019,18.01
5350,1/29/2019,3.91
5351,5/5/2019,8.20
5352,5/24/2018,4.82
5353,10/5/2018,19.47
5354,6/19/2017,11.23
5355,1/2/2018,12.51
5356,8/9/2018,10.22
5357,1/25/2018,7.54
5358,3/13/2019,4.78
5359,4/15/2018,2.70
5360,1/25/2018,15.89
5361,3/9/2019,16.41
5362,9/16/2018,9.02
5363,9/21/2018,8.05
5364,9/4/2018,13.57
5365,6/6/2018,17.87
5366,2/16/2019,10.02
5367,1/2/2018,17.78
5368,9/3/2017,5.51
5369,8/5/2018,9.97
5370,7/16/2018,0.16
5371,11/20/2018,9.23
5372,1/16/2019,14.07
5373,2/11/2018,7.56
5374,5/19/2017,16.57
5375,9/13/2018,6.12
5376,1/17/2018,8.65
5377,10/17/2017,2.50
5378,2/25/2018,18.98
5379,6/14/2017,13.46
5380,11/18/2018,1.88
5381,4/18/2018,14.06
5382,11/3/2018,6.99
5383,3/5/2019,15.31
5384,4/21/2019,3.28
5385,8/5/2017,15.80
5386,12/11/2017,17.52
5387,7/5/2017,8.08
5388,3/5/2019,4.99
5389,6/15/2017,0.57
5390,11/5/2017,17.53
5391,7/4/2017,0.12
5392,10/9/2018,16.38
5393,6/5/2018,18.43
5394,7/2/2018,16.92
5395,4/7/2019,11.22
5396,7/12/2017,9.55
5397,5/11/2019,6.11
5398,10/9/2017,10.62
5399,4/8/2018,11.81
5400,6/23/2018,6.77
5401,4/6/2019,16.93
5402,3/2/2019,11.28
5403,10/2/2018,16.71
5404,3/27/2019,5.88
5405,4/18/2018,14.43
5406,6/14/2018,13.35
5407,6/21/2018,11.25
5408,10/12/2018,6.63
5409,7/2/2017,4.87
5410,6/29/2017,2.77
5411,8/3/2018,0.75
5412,5/18/2019,6.18
5413,3/19/2018,16.40
5414,12/22/2018,12.03
5415,9/18/2017,18.27
5416,8/27/2018,9.35
5417,10/1/2018,9.61
5418,1/18/2018,17.38
5419,5/2/2019,17.13
5420,6/15/2017,6.80
5421,9/17/2017,15.46
5422,9/29/2018,15.65
5423,7/13/2018,7.95
5424,9/25/2018,8.32
5425,11/1/2018,9.54
5426,11/5/2018,3.89
5427,12/28/2018,7.99
5428,4/29/2019,14.42
5429,8/12/2018,17.23
5430,4/12/2018,5.44
5431,5/1/2018,15.62
5432,12/2/2018,6.05
5433,7/6/2017,5.00
5434,5/12/2018,15.57
5435,5/8/2019,11.21
5436,11/19/2018,8.08
5437,7/11/2018,2.18
5438,8/14/2017,11.07
5439,6/8/2018,19.46
5440,1/19/2019,17.73
5441,1/14/2018,18.00
5442,6/12/2017,15.12
5443,2/1/2018,8.76
5444,5/1/2019,2.49
5445,5/14/2018,12.50
5446,6/3/2018,18.00
5447,10/12/2017,9.98
5448,10/2/2018,15.71
5449,11/20/2018,17.40
5450,11/22/2017,11.25
5451,9/24/2018,2.06
5452,2/22/2019,4.41
5453,8/16/2018,10.21
5454,10/12/2017,15.20
5455,6/11/2017,13.76
5456,5/2/2019,18.99
5457,5/4/2019,14.34
5458,12/13/2017,3.49
5459,3/4/2018,5.69
5460,3/20/2018,16.38
5461,10/6/2017,14.50
5462,4/26/2019,10.73
5463,3/12/2018,6.75
5464,5/21/2017,8.89
5465,10/8/2017,9.86
5466,12/25/2017,0.67
5467,7/1/2018,1.44
5468,6/6/2017,8.32
5469,5/16/2018,16.87
5470,1/25/2019,9.57
5471,7/11/2017,14.33
5472,12/5/2018,18.70
5473,4/3/2018,7.06
5474,8/20/2018,5.53
5475,8/16/2017,11.22
5476,7/15/2017,12.87
5477,9/10/2017,1.41
5478,2/24/2018,10.49
5479,5/4/2019,5.10
5480,12/24/2018,9.34
5481,4/19/2019,8.26
5482,6/5/2018,18.93
5483,2/14/2018,14.28
5484,6/7/2018,2.83
5485,11/25/2018,18.65
5486,3/13/2019,19.37
5487,5/13/2019,10.81
5488,12/20/2018,3.56
5489,12/19/2018,4.39
5490,4/30/2018,18.90
5491,2/9/2019,2.53
5492,5/1/2019,7.05
5493,11/19/2018,1.15
5494,6/11/2017,5.50
5495,3/16/2018,17.89
5496,12/20/2018,17.06
5497,6/29/2017,11.14
5498,1/8/2019,18.43
5499,1/7/2019,11.72
5500,5/28/2018,12.88
5501,1/22/2018,2.96
5502,1/8/2018,19.34
5503,12/23/2017,0.42
5504,3/16/2018,14.45
5505,3/10/2019,2.85
5506,3/5/2019,18.14
5507,5/5/2019,17.80
5508,5/30/2018,2.79
5509,6/27/2017,16.40
5510,7/16/2018,18.77
5511,8/6/2017,12.19
5512,10/20/2017,5.04
5513,9/29/2018,4.42
5514,6/9/2017,18.85
5515,1/18/2019,7.34
5516,4/13/2018,0.54
5517,12/23/2018,8.80
5518,4/3/2019,1.55
5519,6/14/2017,13.69
5520,6/8/2018,4.46
5521,10/27/2017,1.99
5522,5/28/2017,13.79
5523,10/26/2018,2.42
5524,1/25/2019,13.30
5525,5/15/2019,8.97
5526,9/23/2017,0.95
5527,1/27/2019,19.35
5528,12/1/2017,10.87
5529,2/6/2019,6.36
5530,2/21/2018,10.89
5531,2/22/2018,12.06
5532,7/9/2018,11.70
5533,5/2/2019,3.47
5534,3/23/2019,9.35
5535,6/19/2017,17.21
5536,8/31/2017,12.29
5537,7/8/2017,19.06
5538,7/11/2017,19.48
5539,4/9/2018,14.07
5540,11/4/2017,5.42
5541,11/1/2018,14.39
5542,12/9/2018,13.19
5543,3/2/2019,13.50
5544,1/30/2019,8.21
5545,7/9/2018,6.98
5546,8/1/2017,11.27
5547,4/8/2018,8.55
5548,12/15/2017,8.12
5549,7/29/2018,1.44
5550,9/11/2017,0.92
5551,3/9/2019,10.53
5552,5/13/2018,2.17
5553,11/12/2017,11.59
5554,10/29/2017,5.69
5555,5/15/2019,19.72
5556,4/27/2019,4.51
5557,4/23/2018,19.70
5558,8/16/2017,8.34
5559,7/4/2017,3.89
5560,6/20/2018,4.11
5561,4/26/2018,4.11
5562,10/14/2018,4.48
5563,12/23/2017,4.85
5564,10/5/2017,3.55
5565,2/26/2018,15.66
5566,1/17/2019,19.72
5567,4/22/2019,2.54
5568,12/22/2018,8.41
5569,10/31/2018,4.03
5570,8/24/2017,17.96
5571,11/18/2017,0.17
5572,8/11/2018,14.40
5573,9/29/2018,19.00
5574,1/14/2018,17.92
5575,2/2/2018,1.24
5576,9/29/2018,2.98
5577,3/21/2018,4.29
5578,8/25/2018,2.40
5579,4/19/2019,17.35
5580,7/25/2017,10.02
5581,12/31/2017,15.94
5582,4/12/2018,0.99
5583,1/12/2019,16.57
5584,11/20/2018,17.36
5585,3/12/2018,2.32
5586,10/17/2018,14.44
5587,11/4/2017,9.67
5588,11/2/2018,4.58
5589,6/14/2017,8.07
5590,9/4/2017,2.12
5591,6/11/2017,7.79
5592,7/20/2018,6.71
5593,6/21/2017,15.00
5594,9/24/2018,11.60
5595,1/5/2018,19.88
5596,6/7/2018,3.60
5597,1/5/2018,5.54
5598,6/11/2017,13.91
5599,7/21/2017,0.56
5600,10/13/2018,0.38
5601,5/28/2017,6.81
5602,11/12/2018,17.35
5603,5/24/2018,5.40
5604,3/27/2018,5.05
5605,11/25/2018,13.48
5606,12/29/2017,17.00
5607,1/30/2019,11.02
5608,7/13/2018,8.24
5609,11/9/2017,6.01
5610,6/16/2017,18.74
5611,12/24/2017,1.31
5612,5/18/2019,0.92
5613,7/13/2018,5.54
5614,5/12/2019,3.88
5615,7/7/2017,1.72
5616,5/20/2017,1.21
5617,7/6/2017,15.01
5618,1/9/2018,6.25
5619,6/16/2018,12.92
5620,6/12/2018,15.67
5621,7/2/2017,6.81
5622,4/12/2018,5.57
5623,3/14/2019,18.25
5624,7/31/2017,16.36
5625,2/9/2019,10.03
5626,6/18/2017,13.11
5627,10/3/2018,0.83
5628,11/18/2017,10.40
5629,10/13/2018,19.21
5630,7/17/2018,6.77
5631,10/29/2017,4.26
5632,8/21/2018,9.82
5633,8/28/2018,14.52
5634,3/3/2019,16.20
5635,4/9/2019,7.63
5636,11/20/2017,14.15
5637,2/21/2019,13.60
5638,1/22/2019,5.84
5639,10/2/2018,1.75
5640,11/24/2018,0.10
5641,10/28/2017,16.78
5642,5/27/2017,7.46
5643,4/9/2018,6.24
5644,1/28/2018,0.05
5645,12/29/2017,1.72
5646,8/1/2017,19.76
5647,6/15/2017,5.48
5648,4/20/2018,17.38
5649,1/22/2019,8.34
5650,11/28/2017,12.93
5651,8/21/2017,5.24
5652,10/12/2017,7.44
5653,5/4/2018,14.72
5654,7/25/2017,4.73
5655,6/11/2017,14.95
5656,3/1/2019,18.30
5657,11/26/2018,13.43
5658,9/20/2018,6.13
5659,3/18/2019,8.17
5660,3/22/2019,12.97
5661,5/21/2018,5.84
5662,9/4/2017,11.93
5663,9/27/2018,11.52
5664,11/12/2018,0.79
5665,9/11/2018,18.08
5666,6/21/2018,4.37
5667,9/17/2018,1.67
5668,12/20/2018,9.04
5669,2/14/2018,5.84
5670,5/12/2019,1.51
5671,10/27/2018,11.82
5672,11/21/2018,18.68
5673,7/28/2017,16.22
5674,4/12/2018,14.57
5675,1/3/2019,1.32
5676,7/27/2017,8.07
5677,3/25/2019,12.85
5678,3/1/2019,2.65
5679,9/5/2017,10.80
5680,10/27/2017,8.26
5681,12/29/2017,6.22
5682,2/10/2019,7.26
5683,6/1/2017,3.80
5684,9/4/2017,3.40
5685,10/30/2017,13.77
5686,12/15/2018,4.19
5687,1/6/2018,14.95
5688,4/30/2018,0.59
5689,8/14/2017,0.20
5690,7/9/2017,12.29
5691,6/25/2017,16.63
5692,9/6/2017,2.12
5693,9/24/2017,7.66
5694,7/30/2017,17.91
5695,12/22/2017,17.76
5696,4/15/2019,2.86
5697,4/15/2018,13.96
5698,2/10/2019,6.07
5699,9/30/2018,0.21
5700,12/23/2017,2.53
5701,3/7/2019,10.93
5702,9/20/2018,15.32
5703,4/18/2019,14.27
5704,11/19/2017,4.04
5705,9/30/2018,0.68
5706,3/3/2019,15.43
5707,11/12/2018,13.46
5708,11/24/2017,12.60
5709,5/2/2018,6.16
5710,6/11/2018,5.16
5711,12/6/2018,15.91
5712,2/3/2018,5.81
5713,9/25/2017,7.20
5714,5/25/2017,15.76
5715,3/21/2019,12.53
5716,3/16/2018,19.25
5717,8/24/2018,7.83
5718,3/31/2019,10.80
5719,2/24/2019,3.35
5720,3/5/2018,4.56
5721,2/6/2018,17.72
5722,10/6/2017,18.27
5723,3/29/2019,12.58
5724,12/16/2018,18.64
5725,9/29/2018,10.73
5726,7/22/2018,15.84
5727,9/18/2018,14.27
5728,10/30/2017,17.28
5729,1/5/2019,5.23
5730,2/27/2019,9.29
5731,1/8/2018,8.33
5732,2/2/2018,5.83
5733,12/11/2017,10.05
5734,6/21/2018,9.06
5735,8/22/2017,16.15
5736,10/9/2017,18.82
5737,6/25/2018,4.66
5738,8/31/2017,15.73
5739,5/15/2019,19.34
5740,7/23/2018,14.92
5741,6/7/2017,9.12
5742,5/8/2018,16.15
5743,8/15/2018,19.33
5744,2/9/2019,13.32
5745,7/10/2017,8.73
5746,1/30/2018,14.54
5747,11/11/2017,5.52
5748,8/10/2017,19.19
5749,4/10/2018,15.36
5750,10/20/2017,18.89
5751,4/4/2019,1.95
5752,5/1/2018,15.82
5753,10/7/2018,9.11
5754,9/29/2018,10.87
5755,6/2/2018,5.28
5756,6/29/2018,2.79
5757,9/13/2018,9.85
5758,8/30/2017,8.01
5759,12/13/2017,8.77
5760,11/17/2017,7.85
5761,1/29/2019,15.65
5762,6/30/2018,10.23
5763,7/22/2018,16.45
5764,8/10/2017,0.27
5765,12/13/2017,9.19
5766,1/26/2019,16.29
5767,6/11/2017,16.50
5768,2/5/2018,5.41
5769,7/21/2017,17.24
5770,7/25/2017,9.12
5771,3/14/2019,8.86
5772,2/4/2018,14.47
5773,9/11/2017,14.01
5774,12/8/2018,8.03
5775,7/22/2017,11.08
5776,9/5/2017,3.77
5777,6/23/2017,8.36
5778,11/13/2017,6.86
5779,4/8/2019,15.96
5780,10/29/2018,7.08
5781,7/7/2017,4.26
5782,7/6/2018,4.83
5783,3/29/2018,1.71
5784,1/1/2018,13.74
5785,7/3/2017,9.61
5786,7/30/2017,11.69
5787,5/28/2017,1.35
5788,6/17/2017,13.63
5789,2/5/2019,2.91
5790,6/30/2017,0.22
5791,6/24/2018,8.58
5792,12/13/2017,0.92
5793,11/20/2017,17.27
5794,8/17/2017,1.76
5795,8/2/2017,8.42
5796,9/6/2018,18.44
5797,1/8/2019,17.76
5798,6/22/2017,14.25
5799,6/1/2018,9.14
5800,2/26/2019,2.28
5801,7/6/2017,15.61
5802,12/15/2018,16.06
5803,12/5/2017,0.63
5804,7/14/2017,2.05
5805,9/19/2017,6.44
5806,2/23/2019,19.25
5807,12/8/2017,15.69
5808,12/21/2017,9.40
5809,9/14/2017,13.58
5810,1/28/2019,19.88
5811,10/3/2018,1.80
5812,1/27/2018,5.15
5813,4/13/2019,19.55
5814,5/22/2018,16.02
5815,5/31/2017,17.17
5816,10/24/2018,7.99
5817,5/28/2017,16.92
5818,12/4/2017,19.69
5819,1/21/2019,18.01
5820,5/1/2018,9.10
5821,4/4/2018,0.44
5822,11/7/2017,14.19
5823,6/19/2017,5.39
5824,5/7/2019,5.76
5825,1/20/2018,6.22
5826,6/2/2017,6.63
5827,10/27/2017,0.82
5828,7/4/2017,18.17
5829,2/20/2019,13.75
5830,7/26/2017,12.28
5831,6/5/2018,14.37
5832,3/5/2019,5.93
5833,4/26/2019,12.20
5834,3/8/2018,0.33
5835,12/30/2017,6.54
5836,10/12/2018,1.70
5837,5/18/2019,14.31
5838,11/1/2018,12.28
5839,6/25/2017,10.92
5840,5/10/2018,1.28
5841,9/23/2018,15.97
5842,11/3/2017,3.94
5843,1/24/2019,0.64
5844,7/10/2018,9.40
5845,2/8/2018,13.29
5846,2/18/2018,6.38
5847,5/9/2019,14.78
5848,4/25/2019,17.12
5849,5/2/2019,18.76
5850,4/4/2018,10.82
5851,10/23/2017,12.68
5852,2/12/2018,9.19
5853,6/24/2017,8.43
5854,9/26/2018,15.65
5855,6/1/2018,12.05
5856,5/15/2018,11.29
5857,8/5/2018,17.12
5858,6/7/2017,12.13
5859,9/22/2017,4.42
5860,10/29/2018,10.93
5861,7/23/2017,1.43
5862,3/20/2019,9.50
5863,5/26/2017,11.39
5864,9/1/2017,12.26
5865,11/9/2017,0.98
5866,8/26/2018,19.31
5867,5/8/2019,13.35
5868,3/20/2019,8.60
5869,9/6/2017,7.57
5870,2/21/2019,16.02
5871,7/24/2018,13.37
5872,7/2/2017,19.61
5873,6/15/2017,10.75
5874,1/25/2018,14.30
5875,5/5/2019,12.32
5876,2/19/2018,9.59
5877,8/10/2017,5.92
5878,3/27/2019,4.31
5879,12/10/2017,10.88
5880,3/18/2018,5.29
5881,9/8/2018,11.87
5882,3/29/2018,11.85
5883,6/11/2018,6.51
5884,6/20/2018,11.43
5885,10/27/2017,18.13
5886,11/6/2017,17.07
5887,5/20/2017,19.51
5888,11/6/2018,12.73
5889,10/11/2017,7.65
5890,9/5/2017,2.37
5891,12/8/2017,9.41
5892,3/24/2018,13.72
5893,3/5/2019,14.00
5894,1/14/2019,2.18
5895,7/4/2017,15.64
5896,4/28/2018,11.83
5897,10/16/2018,16.04
5898,1/9/2019,18.73
5899,5/22/2017,13.15
5900,12/24/2018,7.06
5901,8/29/2018,2.18
5902,12/5/2017,18.38
5903,1/29/2019,0.52
5904,8/25/2017,15.25
5905,6/28/2017,8.18
5906,12/26/2018,10.18
5907,10/28/2017,1.29
5908,9/14/2018,14.01
5909,5/19/2017,9.66
5910,8/12/2018,4.26
5911,1/11/2018,0.84
5912,5/8/2018,6.49
5913,7/5/2017,7.59
5914,8/30/2018,5.17
